Opportunity_ID,Target
10689,0.7755231617042605
10690,0.6504473112524163
10691,0.4870288913079764
10692,0.509776367018866
10693,0.8972904073032442
10694,0.8972904073032442
10695,0.28434030742487454
10696,0.2811880212627645
10697,0.4378528689003603
10698,0.5268375364390934
10699,0.532056674855058
10700,0.576825700281027
10701,0.6440296120699014
10702,0.6440881856974336
10703,0.5590419623607698
10704,0.9661564597009697
10705,0.9611018013709299
10706,0.804472137175933
10707,0.34337898698105124
10708,0.3694668281343597
10709,0.9665687704081452
10710,0.45763039299365277
10711,0.578895231768367
10712,0.9013593724890399
10713,0.4914184417784515
10714,0.542715463734459
10715,0.8514813627299496
10716,0.7619123209822505
10717,0.531859444837702
10718,0.6859574501978083
10719,0.7721867265898251
10720,0.34111193834781256
10721,0.5931031280019247
10722,0.920673507161509
10723,0.9054377023091704
10724,0.8973553249118553
10725,0.9409140172401091
10726,0.8142632356311656
10727,0.31562869502947843
10728,0.9458571133333127
10729,0.7304039567787389
10730,0.941589223063564
10731,0.0765623790241982
10732,0.3899973671373264
10733,0.3899973671373264
10734,0.343066429318624
10735,0.9607278579750556
10736,0.9349461081853435
10737,0.9147332688970049
10738,0.34849888522519873
10739,0.8431503102599295
10740,0.3145335788514307
10741,0.9654451802342872
10742,0.5897203969019381
10743,0.7524154764797419
10744,0.4529421183972511
10745,0.4529421183972511
10746,0.3277623269115657
10747,0.3277623269115657
10748,0.6880318441481428
10749,0.9188916286605832
10750,0.5237691808550066
10751,0.6818593694307028
10752,0.6818593694307028
10753,0.7000159579258646
10754,0.9031224554394935
10755,0.9428661581131681
10756,0.9490059907067567
10757,0.0755772717302469
10758,0.16255338062270402
10759,0.03698526919319025
10760,0.03969843371324707
10761,0.9495257610346677
10762,0.7302798464655121
10763,0.7791296282552513
10764,0.9592091212676735
10765,0.2463146615817709
10766,0.9546360107891444
10767,0.9610619056421696
10768,0.6439829990196619
10769,0.30106655363975515
10770,0.08406067746102974
10771,0.07544357808290869
10772,0.8874570088821457
10773,0.4538075779346828
10774,0.0689799247439912
10775,0.06975512605610423
10776,0.15606422631925032
10777,0.6978690917278488
10778,0.9307796951605759
10779,0.8730103958324507
10780,0.9424771811554721
10781,0.6214223479182929
10782,0.21126912773511042
10783,0.25327268058531455
10784,0.7004701977191401
10785,0.5109941237459965
10786,0.009650777222441701
10787,0.7445264619069972
10788,0.5499693553458838
10789,0.046204569804702306
10790,0.5891213781776908
10791,0.5898162092658926
10792,0.7685960254649982
10793,0.8081473420435251
10794,0.8081473420435251
10795,0.9623732847432352
10796,0.6394733628285478
10797,0.6319244652869564
10798,0.6286522715599678
10799,0.5257205657081563
10800,0.5209182055463359
10801,0.1500470411219373
10802,0.37644876181160086
10803,0.016853186365870017
10804,0.7661752541797109
10805,0.01030338626040565
10806,0.9649611428903957
10807,0.19790608937625465
10808,0.36948069507200376
10809,0.6906982364184399
10810,0.020616545281255377
10811,0.07642838105236682
10812,0.7604197637380976
10813,0.019645666303929207
10814,0.015244536142321935
10815,0.8511985030333196
10816,0.05776553557310969
10817,0.07540359045800733
10818,0.937586637413595
10819,0.10977891428674104
10820,0.7907247757952522
10821,0.04044699426907608
10822,0.006595751495748832
10823,0.933432235098723
10824,0.02591036156739809
10825,0.4454519610450474
10826,0.6347624252377057
10827,0.9505791383097919
10828,0.9202285459390211
10829,0.6916548707508128
10830,0.38288106117798637
10831,0.742861188776996
10832,0.4760742312584392
10833,0.17999129217934468
10834,0.025801403070701705
10835,0.27957313896385017
10836,0.7926340120686598
10837,0.490136351317582
10838,0.7152538686000012
10839,0.047454271542890225
10840,0.5429705236891723
10841,0.07782965732050141
10842,0.6155615462809952
10843,0.6120370559725469
10844,0.9379720162838517
10845,0.9554871731768736
10846,0.5032726675954889
10847,0.5390085140283744
10848,0.034654521390078546
10849,0.5003117366835798
10850,0.66314786426351
10851,0.10681867674593978
10852,0.6586070871473102
10853,0.8527149477227105
10854,0.7267776523214685
10855,0.5419933080947689
10856,0.5760389783237668
10857,0.5647432510448814
10858,0.5193562207582907
10859,0.013228582833585195
10860,0.04047080650738551
10861,0.008944301514571994
10862,0.16768160151012138
10863,0.1645996642303559
10864,0.9732417082583082
10865,0.9644139750737831
10866,0.030250713173532683
10867,0.023098370147333694
10868,0.5039512885339716
10869,0.060565896607976046
10870,0.3603007371632706
10871,0.9712672895298615
10872,0.024954547875587225
10873,0.2773477647953602
10874,0.9594156169364114
10875,0.9697501683473421
